study,questionnaire,question,item,template.id,text_de,instruction_de,text,instruction,scale,answer_list,concept,filter,goto,description,number
soep-core,soep-core-2015-ll,49,,3763,Mit was für einem Abschluss haben Sie die Schule beendet?,,What type of school-leaving certificate did you attain?,,cat,904+,lsab5,,,"Routing:
*IF [Q41000,1] *GOTO 45000 
*IF [Q41000,2] *GOTO 45000 
*IF [Q41000,3] *GOTO 45000
",47
soep-core,soep-core-2015-ll,50,,4353,In welchem Bundesland haben Sie zuletzt die Schule besucht?,(Bitte eintragen!),In which German federal state (Bundesland) did you last attend school?,(Please enter!),chr,,lsab6,,,"Researcher Notes:
Variable LBUND wird generiert.
",48
soep-core,soep-core-2015-ll,51,,4354,Welchen Schulabschluss haben Sie gemacht?,,What type of school-leaving certificate did you attain?,,cat,905+,lsab7,,,,49
soep-core,soep-core-2015-ll,51,lsab8,4354,[Schule ohne Abschluss verlassen] Bitte eintragen: zuletzt besuchte Schule,,Please state: last school type attended,,chr,,lsab8,,,Letzte Schule (ohne Abschluss),49
soep-core,soep-core-2015-ll,51,lsab9,4354,[Sonstiger Schulabschluss] Bitte eintragen: Art des Schulabschlusses,,Please state: type of school-leaving certificate attained,,chr,,lsab9,,,Sonst_Schulabschluss,49
soep-core,soep-core-2015-ll,52,,4355,"Wenn Sie einmal an die Schulklasse denken, die Sie zuletzt besucht haben:
Wie viele Ihrer Mitschüler oder deren Eltern stammten nicht aus Deutschland?",,If you think back to the last grade of school you attended: How many of your fellow students or their parents were not from Germany?,,cat,311+,lsab10,,,,50
soep-core,soep-core-2015-ll,53,,3767,Streben Sie in Zukunft noch einen Schulabschluss an?,,Do you intend to attain a school-leaving certificate in the future?,,cat,299+,lsab11,,,"Routing:
*IF [Q45000,3] *GOTO 47000
",51
soep-core,soep-core-2015-ll,54,,4680,Welchen höchsten Schulabschluss streben Sie an?,,What is the highest degree you plan to attain?,,cat,2079+,lsab12,,,"Filter:
ASK ONLY IF Q4500 : LSAB11=1,2
",52
soep-core,soep-core-2015-ll,55,,3769,Haben Sie in Deutschland eine Berufsausbildung oder ein Studium abgeschlossen?,,Have you completed vocational training or university studies in Germany?,,cat,1+,lab01,,,"Routing:
*IF [Q47000,2] *GOTO 49000
",53
soep-core,soep-core-2015-ll,56,,4357,Was für ein Ausbildungs- oder Studienabschluss war das und in welchem Jahr haben Sie diesen Abschluss gemacht?,Mehrfachnennungen möglich!,What type of vocational or university degree did you attain and when did you attain it?,Multiple answers possible!,txt,,,,,Art Berufsausbildungsabschluss,54
soep-core,soep-core-2015-ll,56,lab02,4357,"Lehre, Facharbeiterabschluss",,Apprenticeship (Lehre) / Vocational degree as skilled worker (Facharbeiterabschluss),,bin,,lab02,,,,54
soep-core,soep-core-2015-ll,56,lab03,4357,"Berufsfachschule, Handelsschule, Schule des Gesundheitswesens",,Full-time vocational school (Berufsfachschule) / commercial college (Handelsschule) / Health sector school (Schule des Gesundheitswesens),,bin,,lab03,,,,54
soep-core,soep-core-2015-ll,56,lab04,4357,"Fachschule, z.B. Meister-, Technikerabschluss",,"Higher level trade or technical school (e.g. Meisterschule,Technikerschule)",,bin,,lab04,,,,54
soep-core,soep-core-2015-ll,56,lab05,4357,Beamtenausbildung,,Training for civil servants (Beamtenausbildung),,bin,,lab05,,,,54
soep-core,soep-core-2015-ll,56,lab06,4357,"Fachhochschule, Berufsakademie (früher: auch Ingenieurschule, Lehrerbildung, DDR: Ingenieur- und Fachschulabschluss)",,"Technical or professionally oriented college (Fachhochschule, Berufsakademie; formerly also engineer or teacher training)",,bin,,lab06,,,,54
soep-core,soep-core-2015-ll,56,lab07,4357,"Universitäts-, Hochschulabschluss",,University or university-level degree,,bin,,lab07,,,,54
soep-core,soep-core-2015-ll,56,lab40,4357,Promotion,,Doctoral studies (Promotion),,bin,,lab40,,,,54
soep-core,soep-core-2015-ll,56,lab08,4357,Sonstiger Abschluss,,Other degree,,bin,,lab08,,,,54
soep-core,soep-core-2015-ll,56,lab02j,4357,"[Lehre, Facharbeiterabschluss] Jahr:",,[Apprenticeship  / Vocational degree as skilled worker] year:,,int,,lab02j,,,Jahr Abschluss: Lehre,54
soep-core,soep-core-2015-ll,56,lab03j,4357,"[Berufsfachschule, Handelsschule, Schule des Gesundheitswesens] Jahr:",,[Full-time vocational school  / commercial college  / Health sector school] year:,,int,,lab03j,,,Jahr Abschluss: Berufsfachschule etc.,54
soep-core,soep-core-2015-ll,56,lab04j,4357,"[Fachschule, z.B. Meister-, Technikerabschluss] Jahr:",,[Higher level trade or technical school] year:,,int,,lab04j,,,Jahr Abschluss: Fachschule,54
soep-core,soep-core-2015-ll,56,lab05j,4357,[Beamtenausbildung] Jahr:,,[Training for civil servants] year:,,int,,lab05j,,,Jahr Abschluss: Beamtenausbildung,54
soep-core,soep-core-2015-ll,56,lab06j,4357,"[Fachhochschule, Berufsakademie (früher: auch Ingenieurschule, Lehrerbildung, DDR: Ingenieur- und Fachschulabschluss)] Jahr:",,"[Technical or professionally oriented college, formerly also engineer or teacher training)] year:",,int,,lab06j,,,Jahr Abschluss: Fachhochschule etc.,54
soep-core,soep-core-2015-ll,56,lab07j,4357,"[Universitäts-, Hochschulabschluss] Jahr:",,[University or university-level degree] year:,,int,,lab07j,,,Jahr Abschluss: Universität,54
soep-core,soep-core-2015-ll,56,lab40j,4357,[Promotion] Jahr:,,[Doctoral studies] year:,,int,,lab40j,,,Jahr Abschluss: Promotion,54
soep-core,soep-core-2015-ll,56,lab08j,4357,[Sonstiger Abschluss] Jahr:,,[Other degree] year:,,int,,lab08j,,,Jahr Abschluss: Sonstiger Abschluss,54
soep-core,soep-core-2015-ll,56,lab02x,4357,"[Lehre, Facharbeiterabschluss] Bitte Ausbildungsberuf eintragen!",,[Apprenticeship  / Vocational degree as skilled worker] Please state the occupation:,,chr,,lab02x,,,Nennung Ausbildungsberuf: Lehre,54
soep-core,soep-core-2015-ll,56,lab03x,4357,"[Berufsfachschule, Handelsschule, Schule des Gesundheitswesens] Bitte Ausbildungsberuf eintragen!",,[Full-time vocational school  / commercial college  / Health sector school] Please state the occupation:,,chr,,lab03x,,,Nennung Ausbildungsberuf: Berufsfachschule etc.,54
soep-core,soep-core-2015-ll,56,lab04x,4357,"[Fachschule, z.B. Meister-, Technikerabschluss] Bitte Ausbildungsberuf eintragen!",,[Higher level trade or technical school] Please state the occupation:,,chr,,lab04x,,,Nennung Ausbildungsberuf: Fachschule,54
soep-core,soep-core-2015-ll,56,lab05x1,4357,[Beamtenausbildung] Bitte Ausbildungsberuf eintragen!,,[Training for civil servants] Please state the occupation:,,chr,,lab05x1,,,Nennung Ausbildungsberuf: Beamtenausbildung,54
soep-core,soep-core-2015-ll,56,lab05x2,4357,[Beamtenausbildung] Bitte zusätzlich Laufbahn eintragen!,,[Training for civil servants] Please state the career path:,,chr,,lab05x2,,,Nennung Laufbahn: Beamtenausbildung,54
soep-core,soep-core-2015-ll,56,lab06x1,4357,"[Fachhochschule, Berufsakademie (früher: auch Ingenieurschule, Lehrerbildung, DDR: Ingenieur- und Fachschulabschluss)] Bitte Abschluss eintragen!",,"[Technical or professionally oriented college, formerly also engineer or teacher training)] Please state degree:",,chr,,lab06x1,,,Nennung Abschluss: Fachhochschule,54
soep-core,soep-core-2015-ll,56,lab06x2,4357,"[Fachhochschule, Berufsakademie (früher: auch Ingenieurschule, Lehrerbildung, DDR: Ingenieur- und Fachschulabschluss)] Bitte zusätzlich Fachrichtung eintragen!",,"[Technical or professionally oriented college, formerly also engineer or teacher training)] Please state subject(s):",,chr,,lab06x2,,,Nennung Fachrichtung: Fachhochule etc.,54
soep-core,soep-core-2015-ll,56,lab07x1,4357,"[Universitäts-, Hochschulabschluss] Bitte Abschluss eintragen!",,[University or university-level degree] Please state degree:,,chr,,lab07x1,,,Nennung Abschluss: Universität,54
soep-core,soep-core-2015-ll,56,lab07x2,4357,"[Universitäts-, Hochschulabschluss] Bitte zusätzlich Fachrichtung eintragen!",,[University or university-level degree] Please state subject(s):,,chr,,lab07x2,,,Nennung Fachrichtung: Universität,54
soep-core,soep-core-2015-ll,56,lab40x1,4357,[Promotion] Bitte Abschluss eintragen!,,[Doctoral studies] Please state degree:,,chr,,lab40x1,,,Nennung Abschluss: Promotion,54
soep-core,soep-core-2015-ll,56,lab40x2,4357,[Promotion] Bitte zusätzlich Fachrichtung eintragen!,,[Doctoral studies] Please state subject(s):,,chr,,lab40x2,,,Nennung Fachrichtung: Promotion,54
soep-core,soep-core-2015-ll,56,lab08x,4357,[Sonstiger Abschluss] Bitte Abschluss eintragen!,,[Other degree] Please state degree:,,chr,,lab08x,,,Nennung Abschluss: Sonstiger Abschluss,54
soep-core,soep-core-2015-ll,57,,3771,Haben Sie in einem anderen Land als Deutschland eine berufliche Ausbildung oder ein Studium gemacht?,,"Have you completed vocational training or university studies in another country
than Germany?",,cat,1+,lab10,,,"Routing:
*IF [Q49000,2] *GOTO 53000
",55
soep-core,soep-core-2015-ll,58,,4681,Was für eine Ausbildung war das?,"Mehrfachnennungen möglich, die Fragen 59-61 beziehen sich dann auf den höchsten Abschluss.",What kind of education or training was it?,"Multiple answers possible, the questions 59-61 refer to the highest degree.",txt,,,,,Art Berufsausbildungsabschluss Ausland,56
soep-core,soep-core-2015-ll,58,lab11,4681,Ich wurde in einem Betrieb angelernt,,I received in-house training at a company,,bin,,lab11,,,,56
soep-core,soep-core-2015-ll,58,lab12,4681,Ich habe in einem Betrieb eine längere Ausbildung gemacht,,I completed an extended apprenticeship at a company,,bin,,lab12,,,,56
soep-core,soep-core-2015-ll,58,lab13,4681,Ich habe eine berufsbildende Schule besucht,,I attended a vocational school,,bin,,lab13,,,,56
soep-core,soep-core-2015-ll,58,lab14,4681,Ich habe eine Hochschule besucht,,I attended a university or higher educational institution,,bin,,lab14,,,,56
soep-core,soep-core-2015-ll,58,lab15,4681,Sonstiges,,Other degree,,bin,,lab15,,,,56
soep-core,soep-core-2015-ll,59,,4359,In welchem Jahr haben Sie diese Ausbildung beendet?,,When did you complete this education or training?,,txt,,,,,"Researcher Notes:
Maximum: 2011
",57
soep-core,soep-core-2015-ll,59,lab16,4359,Jahr,,Year,,int,,lab16,,,,57
soep-core,soep-core-2015-ll,60,,4360,Haben Sie ein Zeugnis über den erfolgreichen Abschluss dieser Ausbildung erhalten?,,Did you receive a transcript or certificate documenting the successful completion of this training or education?,,cat,1+,lab17,,,,58
soep-core,soep-core-2015-ll,61,,4361,Haben Sie die Anerkennung Ihres Abschlusses in Deutschland beantragt?,,Did you apply for a recognition of your degree in Germany?,,cat,1+,laner,,,,59
soep-core,soep-core-2015-ll,61,lanerab,4361,Und wurde Ihr Abschluss in Deutschland anerkannt?,,Has this degree or certificate been recognized in Germany?,,cat,960+,lanerab,,,,59
soep-core,soep-core-2015-ll,61,11,4361,Und wann haben Sie den Bescheid erhalten?,,When did you receive the notification?,,txt,,11,,,,59
soep-core,soep-core-2015-ll,61,lanerm,4361,Monat,,Month,,int,,lanerm,,,,59
soep-core,soep-core-2015-ll,61,lanerj,4361,Jahr,,Year,,int,,lanerj,,,,59
soep-core,soep-core-2015-ll,61,lanerno,4361,Warum haben Sie die Anerkennung Ihres Abschlusses nicht beantragt?,,Why didn`t you apply for the recognition?,,cat,1097+,lanerno,,,,59
soep-core,soep-core-2015-ll,62,,4362,Streben Sie in Zukunft noch einen beruflichen Ausbildungsabschluss oder Hochschulabschluss an?,,Do you intend to complete vocational / occupational training or attain a university degree in the future?,,cat,1098+,lab19,,,"Routing:
*IF [Q53000,3] **GOTO BLOCK 5
",60
soep-core,soep-core-2015-ll,62,33,4362,Welchen der folgenden Abschlüsse streben Sie an?,Mehrfachnennungen möglich!,Which of the following degrees do you plan to attain?,Multiple answers possible!,txt,,,,,"Researcher Notes:
Statement 1 = LAB20
**Statement 2 = LAB21
**Statement 3 = LAB22
**Statement 4 = LAB23
**Statement 5 = LAB24
**Statement 6 = LAB25
**Statement 7 = LAB26
**
**Skala: ""Ja"" nicht im PAPI vorhanden, jedoch hat jede genannte Antwort den Code 1.
",60
soep-core,soep-core-2015-ll,62,lab20,4362,Abschluss einer Lehre,,Apprenticeship,,bin,,lab20,,,,60
soep-core,soep-core-2015-ll,62,lab21,4362,Berufsfachschule oder Schule des Gesundheitswesens,,Full-time vocational school (Berufsfachschule) or health sector school (Schule des Gesundheitswesens),,bin,,lab21,,,,60
soep-core,soep-core-2015-ll,62,lab22,4362,"Fachschule (z.B. Meister-, Technikerschule)",,"Higher-level trade or technical school (Meisterschule, Technikerschule)",,bin,,lab22,,,,60
soep-core,soep-core-2015-ll,62,lab23,4362,Beamtenausbildung,,Training for civil servants (Beamtenausbildung),,bin,,lab23,,,,60
soep-core,soep-core-2015-ll,62,lab24,4362,Duales Studium / Berufsakademie,,Dual course of study / college of advanced vocational studies,,bin,,lab24,,,,60
soep-core,soep-core-2015-ll,62,lab25,4362,Fachhochschule,,Technical or professional college (Fachhochschule),,bin,,lab25,,,,60
soep-core,soep-core-2015-ll,62,lab26,4362,Universität,,University,,bin,,lab26,,,,60
soep-core,soep-core-2015-ll,B6,,4682,Berufstätigkeit,,Employment,,sec1,,,,,,
soep-core,soep-core-2015-ll,63,,4363,"Wie alt waren Sie, als Sie erstmals eine berufliche Tätigkeit aufgenommen haben?","Gemeint ist nicht die Berufsausbildung, sondern die erste Tätigkeit danach!",If you already were employed: How old were you when you first started working?,We are not referring to vocational training but to your first job after you completed your training!,txt,,,,,,61
soep-core,soep-core-2015-ll,63,l1erw,4363,Jahre alt,,... years old,,int,,l1erw,,,"Researcher Notes:
Option ""Alter"" nicht anzukreuzen, hat also keinen Wert in den Daten.

Routing:
*IF [Q55010,2] *GOTO 68000
",61
soep-core,soep-core-2015-ll,63,l1no,4363,War noch nie berufstätig bzw. bin in erster betrieblicher Ausbildung,,Have not yet held a job / have not yet completed in-service training,,bin,,l1no,,,"Filter:
ASK ONLY IF Q5501 : L1NO=1
",61
soep-core,soep-core-2015-ll,64,,4364,Üben Sie heute noch dieselbe berufliche Tätigkeit aus?,,Are you still doing the same job ?,,cat,1+,l1erwt,,,,62
soep-core,soep-core-2015-ll,65,,4365,"Sind Sie heute noch in derselben beruflichen Stellung tätig, wie bei Ihrer ersten Tätigkeit?",,Are you still in the same working position when you first startet?,,cat,1+,l1erwst,,,,63
soep-core,soep-core-2015-ll,66,,4366,"Sind Sie heute noch beim selben Arbeitgeber beschäftigt, wie bei Ihrer ersten beruflichen Tätigkeit? ",Falls Sie selbständig sind: haben Sie noch den gleichen Betrieb/die gleiche Selbständigkeit wie damals?,Are you still working for the same employer?,If you are self-employed. Do you still have the same company / the same self-employment as then?,cat,1+,l1erwag,,,,64
soep-core,soep-core-2015-ll,67,,4367,In welcher beruflichen Stellung waren Sie damals in Ihrer ersten Tätigkeit beschäftigt?,,What occupational status did you have at that time (in your first job)?,,txt,,,,,Berufliche Stellung (1. Job),65
soep-core,soep-core-2015-ll,67,l1arb,4367,"Arbeiter 
(auch in der Landwirtschaft)",,Blue-collar worker (Arbeiter) (also in agriculture),,cat,951+,l1arb,,,,65
soep-core,soep-core-2015-ll,67,2,4367,"Selbstständige 
(einschl. mithelfender Familienangehöriger)",,Self-employed (including family members working for the self-employed),,txt,,,,,,65
soep-core,soep-core-2015-ll,67,l1sst1,4367,Selbstständige Landwirte,,Self-employed farmer,,cat,1099+,l1sst1,,,,65
soep-core,soep-core-2015-ll,67,l1sst2,4367,"Freie Berufe, selbstständige Akademiker",,"Freelance professional, selfemployed academic (selbständiger Akademiker)",,cat,1099+,l1sst2,,,,65
soep-core,soep-core-2015-ll,67,l1sst3,4367,Sonstige Selbstständige,,Other self-employed,,cat,1099+,l1sst3,,,,65
soep-core,soep-core-2015-ll,67,l1sst4,4367,Mithelfende Familienangehörige,,Family member working for self-employed relative,,bin,,l1sst4,,,,65
soep-core,soep-core-2015-ll,67,l1ang,4367,Angestellte,,White-collar worker (Angestellte),,cat,1100+,l1ang,,,,65
soep-core,soep-core-2015-ll,67,l1amt,4367,Beamte / Staatsverwaltung (einschl. Richter und Berufssoldaten),,Civil servant or public administration employee (including judges and professional soldiers),,cat,79+,l1amt,,,,65
soep-core,soep-core-2015-ll,68,,4368,"Welche berufliche Tätigkeit haben Sie damals, in Ihrer ersten Stelle, ausgeübt?","Bitte geben Sie die genaue Tätigkeitsbezeichnung an, also z.B. nicht „kaufmännischer Angestellter“, sondern: „Speditionskaufmann“, nicht „Arbeiter“, sondern: „Maschinenschlosser“.

Bitte in Druckbuchstaben eintragen!",What was your job title at that time (in your first job)?,"Please state the specific job title. For example, do not write ""clerk"" but rather ""shipping clerk"", not ""blue-collar worker"" but rather ""machine metalworker"".",chr,,l1ber,,,,66
soep-core,soep-core-2015-ll,69,,4668,Welche Art von Ausbildung war für diese Tätigkeit in der Regel erforderlich?,,What kind of training is usually required for this kind of work?,,cat,1168+,l1aus,,,,67
soep-core,soep-core-2015-ll,70,,4370,"Gehörte der Betrieb, in dem Sie damals arbeiteten, zum öffentlichen Dienst bzw. zur Staatsverwaltung?",,Was the company you worked for at that time part of the public sector or public administration?,,cat,1+,l1oed,,,,68
soep-core,soep-core-2015-ll,71,,4371,In welchem Wirtschaftszweig / welcher Branche / welchem Dienstleistungsbereich war das Unternehmen bzw. die Einrichtung überwiegend tätig?,"Bitte geben Sie die genaue Berufsbezeichnung an, z.B. nicht „Industrie“, sondern „Elektroindustrie“, nicht „Handel“, sondern „Einzelhandel“, nicht „öffentlicher Dienst“, sondern „Krankenhaus“.

Bitte in Druckbuchstaben eintragen!",What sector of business or industry was your company or institution active in for the most part?,"Please state the correct job title e.g. not ""industry"" but ""electronic industry"", not ""trade"" but ""retail trade"", not ""public service"", but ""hospital"". Please write in block letters. ",chr,,l1bra,,,,69
soep-core,soep-core-2015-ll,72,,4372,"Haben Sie seitdem ein- oder mehrmals den Beruf gewechselt, so dass sich die Art Ihrer Tätigkeit grundlegend geändert hat?",,"Have you changed your occupation one or more times since then, such that the type of work you do has changed significantly?",,cat,781+,lwexl1,,,,70
soep-core,soep-core-2015-ll,72,1,4372,"In welchem Jahr sind Sie dann in den Beruf gewechselt, den Sie heute ausüben bzw. zuletzt ausgeübt haben?",,When did you change to your current occupation or to the occupation that you worked in at your last job?,,txt,,,,,"Researcher Notes:
Maximum: 2011

Filter:
ASK ONLY IF Q6101 : LWEXL1=1,2
",70
soep-core,soep-core-2015-ll,72,lwexl2,4372,Jahr,,Year,,int,,lwexl2,,,,70
soep-core,soep-core-2015-ll,73,,4373,Sind Sie derzeit erwerbstätig?,,Are you gainfully employed at the present time?,,cat,1+,lerw,,,"Routing:
*IF [Q62000,1] *GOTO 68000
",71
soep-core,soep-core-2015-ll,74,,4374,In welchem Jahr sind Sie zuletzt erwerbstätig gewesen?,,When was the last year in which you were gainfully employed?,,txt,,,,,Jahr (letzter Job),72
soep-core,soep-core-2015-ll,74,lend,4374,Jahr,,Year,,int,,lend,,,,72
soep-core,soep-core-2015-ll,75,,4375,"Waren Sie zuletzt voll berufstätig, teilzeitbeschäftigt oder geringfügig bzw. unregelmäßig beschäftigt?",,"Were you last employed full-time, part-time, or marginally in your last job?",,cat,956+,lstd,,,,73
soep-core,soep-core-2015-ll,76,,4376,"Gehörte der Betrieb, in dem Sie zuletzt arbeiteten, zum öffentlichen Dienst bzw. zur Staatsverwaltung?",,Was the company where you held your last job part of the public sector or public administration?,,cat,1+,loed,,,,74
soep-core,soep-core-2015-ll,77,,4377,In welchem Wirtschaftszweig / welcher Branche / welchem Dienstleistungsbereich war das Unternehmen bzw. die Einrichtung überwiegend tätig?,"Bitte geben Sie die genaue Berufsbezeichnung an, z.B. nicht „Industrie“, sondern „Elektroindustrie“, nicht „Handel“, sondern „Einzelhandel“, nicht „öffentlicher Dienst“, sondern „Krankenhaus“.

Bitte in Druckbuchstaben eintragen!",What sector of business or industry was your company or institution active in for the most part?,"Please state the correct job title e.g. not ""Industry"" but ""electronic Industry"", not ""trade"" but ""retail trade"", not ""public service"", but ""hospital"". Please write in block letters. ",chr,,lbra,,,,75
soep-core,soep-core-2015-ll,78,,4378,In welcher beruflichen Stellung waren Sie zuletzt beschäftigt?,"Wenn Sie mehr als eine berufliche Tätigkeit ausübten, beantworten Sie die folgenden Fragen bitte nur für Ihre damalige berufliche Haupttätigkeit!",What was your occupational status in your last job?,"If you had more than a professional activity, answer the following questions only for your time main occupation!",txt,,,,,"Researcher Notes:
Frage so in CAPI nicht vorhanden.
**1 = wird gefiltert zu LARB
**2 = wird gefiltert zu LANG
**3 = wird gefiltert zu LSST X
**4 = wird gefiltert zu LAMT
**5 = wird gefiltert zu LAZUBI
**6 = LBERKA
",76
soep-core,soep-core-2015-ll,78,larb,4378,Arbeiter  (auch in der Landwirtschaft),,Blue-collar worker (Arbeiter) (also in agriculture),,cat,74+,larb,,,"Filter:
ASK ONLY IF Q6701 : L XXX Dummy=1
",76
soep-core,soep-core-2015-ll,78,2,4378,Selbstständige  (einschl. mithelfender Familienangehöriger),,Self-employed (including family members working for the self-employed),,txt,,,,,"Researcher Notes:
Statement 1 = LSST1
**Statement 2 = LSST2
**Statement 3 = LSST3
**Statement 4 = LSST4
**
**Mithelfende Familienangehörige: nur Single Coded

Filter:
ASK ONLY IF Q6701 : L XXX Dummy=3
",76
soep-core,soep-core-2015-ll,78,lsst1,4378,Selbstständige Landwirte,,Self-employed farmer,,cat,1099+,lsst1,,,,76
soep-core,soep-core-2015-ll,78,lsst2,4378,"Freie Berufe, selbstständige Akademiker",,"Freelance professional, selfemployed academic (selbständiger Akademiker)",,cat,1099+,lsst2,,,,76
soep-core,soep-core-2015-ll,78,lsst3,4378,Sonstige Selbstständige,,Other self-employed,,cat,1099+,lsst3,,,,76
soep-core,soep-core-2015-ll,78,lsst4,4378,,,,,cat,1102+,lsst4,,,,76
soep-core,soep-core-2015-ll,78,lazubi,4378,Auszubildende / Praktikanten,,Apprentice / trainee / intern,,cat,609+,lazubi,,,"Filter:
ASK ONLY IF Q6701 : L XXX Dummy=5
",76
soep-core,soep-core-2015-ll,78,lang,4378,Angestellte,,White-collar worker (Angestellte),,cat,388+,lang,,,"Filter:
ASK ONLY IF Q6701 : L XXX Dummy=2
",76
soep-core,soep-core-2015-ll,78,lamt,4378,Beamte / Staatsverwaltung (einschl. Richter und Berufssoldaten),,Civil servant or public administration employee (including judges and professional soldiers),,cat,79+,lamt,,,"Filter:
ASK ONLY IF Q6701 : L XXX Dummy=4
",76
soep-core,soep-core-2015-ll,79,,4379,Haben Sie einen der folgend genannten freiwilligen Dienste abgeleistet?,,Have you performed any of the following voluntary services?,,txt,,,,,,77
soep-core,soep-core-2015-ll,79,lfsj,4379,Freiwilliges soziales/ökologisches Jahr,,Voluntary social/ecological year (freiwilliges soziales/ökologisches Jahr)..,,bin,,lfsj,,,,77
soep-core,soep-core-2015-ll,79,lfrei1,4379,Bundesfreiwilligendienst,,Federal volunteer service (Bundesfreiwilligendienst),,bin,,lfrei1,,,,77
soep-core,soep-core-2015-ll,79,lfrei2,4379,Freiwilligen Wehrdienst,,Voluntary military service (Freiwilligen Wehrdienst),,bin,,lfrei2,,,,77
soep-core,soep-core-2015-ll,79,lfreino,4379,Keinen dieser freiwilligen Dienste abgeleistet,,Performed none of these voluntary services,,bin,,lfreino,,,,77
soep-core,soep-core-2015-ll,79,5,4379,[Bundesfreiwilligendienst] Wie lange?,,[Federal volunteer service] How long?,,txt,,,,,Dauer Bundesfreiwilligendienst [Monate],77
soep-core,soep-core-2015-ll,79,lfrei1mo,4379,Anzahl Monate,,Months,,int,,lfrei1mo,,,,77
soep-core,soep-core-2015-ll,79,7,4379,[Freiwilligen Wehrdienst] Wie lange?,,[Voluntary military service] How long?,,txt,,,,,Dauer Freiwilliger Wehrdienst [Monate],77
soep-core,soep-core-2015-ll,79,lfrei2mo,4379,Anzahl Monate,,Months,,int,,lfrei2mo,,,,77
soep-core,soep-core-2015-ll,80,,4380,"Nur an Männer die 1992 oder früher geboren wurden:  
Haben Sie Wehr- oder Zivildienst geleistet?",,Did you do compulsory military service or community service in place of military service?,,txt,,,,,"Researcher Notes:
Programmierung: Fragen nur an Männer die 1992 oder früher geboren sind!
",78
soep-core,soep-core-2015-ll,80,lwehr2,4380,"Ja, …",,"Yes, ...",,cat,1103+,lwehr2,,,"Form Wehr-, Zivildienst",78
soep-core,soep-core-2015-ll,80,lwehr3,4380,"Nein, …",,"No, ...",,cat,1104+,lwehr3,,,Gründe kein Wehr- und Zivieldienst,78
soep-core,soep-core-2015-ll,81,,4381,Haben oder hatten Sie Geschwister?,"Gemeint sind leibliche, Halb-, Stief- und Adoptivgeschwister.
Geben Sie uns bitte für jedes Ihrer Geschwister folgende Angaben (maximal zehn Geschwister).
Bitte beginnen Sie mit dem ältesten Geschwisterteil und fahren dem Alter nach fort, bis zum Jüngsten.
Geben Sie bitte auch an, ob Sie Ihre gesamte Kindheit - also bis zu Ihrem 15. Lebensjahr - mit dem jeweiligen Geschwister gemeinsam gelebt haben. ",Do you have or had any siblings?,"We are referring here to biological siblings, half-siblings, step-siblings, and adoptive siblings.
Please provide the following information for each of your siblings (maximum of 10), from oldest to youngest. Please also state whether you lived with each sibling for your entire childhood, that is, up to the age of 15.",txt,,,,,,79
soep-core,soep-core-2015-ll,81,lbsanz,4381,"Ja, und zwar … Geschwister",,Yes ... siblings,,int,,lbsanz,,,,79
soep-core,soep-core-2015-ll,81,lbsno,4381,Nein,,No,,bin,,lbsno,,,,79
soep-core,soep-core-2015-ll,81,lbsj1,4381,Geburtsjahr,,Birthyear,,int,,lbsj1,,,,79
soep-core,soep-core-2015-ll,81,lbsmo1,4381,Monat,,Month,,int,,lbsmo1,,,,79
soep-core,soep-core-2015-ll,81,lbssex1,4381,Geschlecht,,Sex,,cat,398+,lbssex1,,,,79
soep-core,soep-core-2015-ll,81,lbsart1,4381,Art des Geschwisters,,Type of sibling,,cat,399+,lbsart1,,,,79
soep-core,soep-core-2015-ll,81,79.1,4381,Gesamte Kindheit – bis zu Ihrem 15. Lebensjahr zusammen gelebt?,,Did you live together throughout your entire childhood?,,txt,,,,,,79
soep-core,soep-core-2015-ll,81,lbs15j1,4381,Ja,,Yes,,bin,,lbs15j1,,,,79
soep-core,soep-core-2015-ll,81,lbs15n1,4381,"Nein, nur: … Jahre",,"No, only ... years",,int,,lbs15n1,,,,79
soep-core,soep-core-2015-ll,82,,4382,"Haben oder hatten sie Kinder? Wenn ja, wie viele?",Gemeint sind leibliche oder adoptierte Kinder (nicht Pflege- oder Stiefkinder).,"Do you have or had children? If so, how much?",We mean you own children or adopted children ( not stepchildren or fosterchildren),txt,,,,,,80
soep-core,soep-core-2015-ll,82,lkind,4382,"Ja, und zwar … Kinder:",,Yes ... children,,int,,lkind,,,"Researcher Notes:
Option ""Ja"" nicht zum ankreuzen, es findet sich also kein Wert dafür in den Daten.

Routing:
*IF [Q70010,2] *GOTO 71000
",80
soep-core,soep-core-2015-ll,82,lkno,4382,"Nein, hatte nie Kinder",,"No, I never had any kids",,bin,,lkno,,,"Researcher Notes:
sinnvolles numerischer Maximum

Filter:
ASK ONLY IF Q7001 : LKNO=1
",80
soep-core,soep-core-2015-ll,82,lkgeb1,4382,Geburtsjahr,,Year of birth,,int,,lkgeb1,,,,80
soep-core,soep-core-2015-ll,82,lksex1,4382,Geschlecht,,Gender,,cat,913+,lksex1,,,,80
soep-core,soep-core-2015-ll,82,lkwo1,4382,Wo lebt das Kind heute?,,Where does the child live today?,,cat,551+,lkwo1,,,,80
